@relation BTC-Trend

@attribute index numeric
@attribute Date date yyyy-MM-dd
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute 'Adj Close' numeric
@attribute Volume numeric
@attribute SMA_7 numeric
@attribute SMA_14 numeric
@attribute EMA_7 numeric
@attribute EMA_14 numeric
@attribute RSI numeric
@attribute Stoch_RSI numeric
@attribute Upper_BB numeric
@attribute Lower_BB numeric
@attribute MACD numeric
@attribute ScorePositive numeric
@attribute ScoreNegative numeric
@attribute ScoreNeutral numeric
@attribute UpDown {1,-1}

@data
16,2018-02-13,8926.719727,8958.469727,8455.410156,8598.30957,5696719872,8414.374372,8520.300014,8538.622573,8870.740107,40.392435,0.879162,12198.627817,6435.8423,-1018.86093,0.159659,0.146217,0.694124,-1
17,2018-02-14,8599.919922,9518.540039,8599.919922,9494.629883,7909819904,8681.992955,8468.409319,8777.624971,8954.058482,45.790754,1,11964.350146,6493.64292,-883.711751,0.186366,0.268817,0.544817,1
18,2018-02-15,9488.320313,10234.799805,9395.580078,10166.400391,9062540288,8953.537319,8539.542201,9124.819447,9115.928128,56.035032,1,11798.330634,6559.162433,-714.166323,0.394012,0.146609,0.459378,1
19,2018-02-16,10135.700195,10324.099609,9824.820313,10233.900391,7296159744,9167.383022,8639.767229,9402.090055,9265.170132,58.793462,1,11568.740402,6668.072684,-567.808323,0.2384,0.371607,0.389993,1
20,2018-02-17,10207.5,11139.5,10149.400391,11112.700195,8660880384,9523.211565,8778.180804,9829.743021,9511.763853,61.381341,1,11395.183887,6774.269238,-376.565936,0.086976,0.032915,0.880108,1
21,2018-02-18,11123.400391,11349.799805,10326,10551.799805,8744009728,9869.187221,8940.665806,10010.257353,9650.560377,63.911366,1,11228.254164,6866.738902,-267.184998,0.09215,0.016696,0.891154,-1
22,2018-02-19,10552.599609,11273.799805,10513.200195,11225.299805,7652089856,10197.577148,9245.667934,10314.018138,9860.689727,78.36184,1,11449.720082,6757.172985,-124.716342,0.067932,0.479591,0.452477,1
23,2018-02-20,11231.799805,11958.5,11231.799805,11403.700195,9926540288,10598.347238,9506.360805,10586.438768,10066.563791,76.418604,0.963568,11680.756324,6644.396801,2.557038,0.233245,0.088453,0.678302,1
24,2018-02-21,11372.200195,11418.5,10479.099609,10690.400391,9405339648,10769.171596,9725.582275,10612.429182,10149.790821,70.493343,0.843,11847.84545,6629.29371,45.3421,0.066218,0.56684,0.366942,-1
25,2018-02-22,10660.400391,11039.099609,9939.089844,10005,8040079872,10746.114397,9849.825858,10460.57185,10130.47556,61.551167,0.664576,11920.726113,6673.838047,23.670627,0.054876,0.42949,0.515633,-1
26,2018-02-23,9937.070313,10487.299805,9734.55957,10301.099609,7739500032,10755.714286,9961.548654,10420.703783,10153.23546,60.634678,0.64629,12014.059969,6693.123136,30.042283,0.068109,0.385559,0.546333,1
27,2018-02-24,10287.700195,10597.200195,9546.969727,9813.070313,6917929984,10570.052874,10046.63222,10268.795395,10107.862783,57.70803,0.587894,12048.351044,6812.438116,-4.239153,0.047329,0.197739,0.754932,-1
28,2018-02-25,9796.419922,9923.219727,9407.05957,9664.730469,5706939904,10443.328683,10156.257952,10117.779148,10048.758916,60.393568,0.57184,11910.701527,7221.033678,-42.882896,0.037782,0.251064,0.711153,-1
29,2018-02-26,9669.429688,10475,9501.730469,10366.700195,7287690240,10320.671596,10259.124372,10180.009415,10091.163248,59.879344,0.513227,11903.373589,7489.631636,-16.673054,0.155476,0.301229,0.543295,1
30,2018-02-27,10393.900391,10878.5,10246.099609,10725.599609,6966179840,10223.800084,10411.073661,10316.406971,10175.775793,64.532199,0.575401,11872.898483,7830.536722,32.681882,0.131407,0.170269,0.698324,1
31,2018-02-28,10687.200195,11089.799805,10393.099609,10397.900391,6936189952,10182.014369,10475.592983,10336.780327,10205.398788,56.69029,0.029348,11847.902543,8068.763717,44.836587,0.12484,0.366924,0.508236,-1
32,2018-03-01,10385,11052.299805,10352.700195,10951,7317279744,10317.157227,10531.635812,10490.33525,10304.830846,55.915312,0,11916.270207,8221.798006,97.970452,0.08203,0.521152,0.396818,1
33,2018-03-02,10977.400391,11189,10850.099609,11086.400391,7620590080,10429.343052,10592.528669,10639.351539,10409.056982,56.362094,0.019904,11960.129422,8424.388791,149.284247,0.076233,0.395275,0.528492,1
34,2018-03-03,11101.900391,11528.200195,11002.400391,11489.700195,6690570240,10668.861607,10619.457241,10851.938707,10553.162951,53.028435,0,11930.456087,8790.035124,219.958183,0.02696,0.932613,0.040427,1
35,2018-03-04,11497.400391,11512.599609,11136.099609,11512.599609,6084149760,10932.842913,10688.085798,11017.103935,10681.103388,58.448319,0.213942,11986.880283,8992.213857,274.649587,0.082353,0.021637,0.89601,1
36,2018-03-05,11532.400391,11704.099609,11443.900391,11573.299805,6468539904,11105.214286,10712.942941,11156.152904,10800.075441,53.42956,0.017149,11920.1328,9356.460364,319.211249,0.16989,0.314522,0.515588,1
37,2018-03-06,11500.099609,11500.099609,10694.299805,10779.900391,6832169984,11112.97154,10668.385812,11062.089775,10797.385188,44.517045,0,11866.421786,9538.698429,287.195376,0.093161,0.311842,0.594997,-1
38,2018-03-07,10803.900391,10929.5,9692.120117,9965.570313,8797910016,11051.2101,10616.612235,10787.959908,10686.467764,43.740204,0,11879.10119,9505.936017,193.878029,0.141767,0.515963,0.342269,-1
39,2018-03-08,9951.44043,10147.400391,9335.870117,9395.009766,7186089984,10828.925781,10573.041504,10439.722371,10514.261557,44.625378,0.042573,11958.51808,9342.630064,73.041909,0.083335,0.269307,0.647358,-1
40,2018-03-09,9414.69043,9466.349609,8513.030273,9337.549805,8704190464,10579.089983,10504.216518,10164.179228,10357.357333,41.137469,0,11974.452945,9149.180161,-27.046351,0.063826,0.378849,0.557325,-1
41,2018-03-10,9350.589844,9531.320313,8828.469727,8866,5386319872,10204.27567,10436.568638,9839.63442,10158.499448,41.262556,0.005347,12080.97153,8874.081595,-142.771367,0.011185,0.904755,0.08406,-1
42,2018-03-11,8852.780273,9711.889648,8607.120117,9578.629883,6296370176,9927.99428,10430.418597,9774.383286,10081.180055,49.280564,0.348074,12006.057118,8784.329015,-174.964123,0.032038,0.07532,0.892642,1
43,2018-03-12,9602.929688,9937.5,8956.429688,9205.120117,6457399808,9589.682896,10347.448591,9632.067494,9964.367545,39.730414,0,11906.387356,8664.140769,-227.988125,0.073692,0.343059,0.58325,-1
44,2018-03-13,9173.040039,9470.379883,8958.19043,9194.849609,5991139840,9363.24707,10238.109305,9522.763022,9861.761714,35.57749,0,11889.849066,8531.123981,-267.752292,0.122686,0.266177,0.611137,-1
45,2018-03-14,9214.650391,9355.849609,8068.589844,8269.80957,6438230016,9120.995536,10086.102818,9209.524659,9649.495261,31.978007,0,12013.850147,8233.603856,-369.647612,0.050969,0.502392,0.44664,-1
46,2018-03-15,8290.759766,8428.349609,7783.049805,8300.860352,6834429952,8964.688477,9896.807129,8982.358582,9469.672745,25.380062,0,12078.799623,7968.630455,-442.790635,0.100272,0.26079,0.638937,1
47,2018-03-16,8322.910156,8585.150391,8005.310059,8338.349609,5289379840,8821.945592,9700.517787,8821.356339,9318.826368,23.997424,0,12138.387003,7761.571005,-492.059779,0.070894,0.340245,0.58886,1
48,2018-03-17,8321.910156,8346.530273,7812.819824,7916.879883,4426149888,8686.357003,9445.316336,8595.237225,9131.896635,16.309146,0,12231.141072,7494.031878,-558.674958,0.055359,0.042299,0.902342,-1
49,2018-03-18,7890.52002,8245.509766,7397.990234,8223.679688,6639190016,8492.79269,9210.393485,8502.34784,9010.799057,20.562415,0.11458,12219.920007,7290.950891,-580.025612,0.035676,0.282859,0.681465,1
50,2018-03-19,8344.120117,8675.870117,8182.399902,8630.650391,6729110016,8410.725586,9000.204241,8534.423478,8960.111848,25.199036,0.269624,12119.631166,7181.744811,-557.678455,0.168608,0.273968,0.557424,1
51,2018-03-20,8619.669922,9051.019531,8389.889648,8913.469727,6361789952,8370.52846,8866.887765,8629.18504,8953.892822,32.788198,0.499798,12040.073978,7112.858932,-511.253602,0.104095,0.245645,0.65026,1
52,2018-03-21,8937.480469,9177.370117,8846.330078,8929.280273,6043129856,8464.73856,8792.867048,8704.208848,8950.611114,38.793062,0.681921,11866.355147,7084.40579,-467.793362,0.100654,0.377791,0.521555,1
53,2018-03-22,8939.44043,9100.709961,8564.900391,8728.469727,5530390016,8525.825614,8745.257045,8710.274068,8920.991988,42.165138,0.784194,11644.247137,7070.720734,-444.431413,0.177253,0.328582,0.494165,-1
54,2018-03-23,8736.25,8879.620117,8360.620117,8879.620117,5954120192,8603.149972,8712.547782,8752.61058,8915.475695,44.733257,0.862083,11288.17478,7165.785084,-409.005565,0.267021,0.354206,0.378773,1
55,2018-03-24,8901.950195,8996.179688,8665.700195,8668.120117,5664600064,8710.470006,8698.413504,8731.487965,8882.494722,47.579345,0.948403,10853.740427,7315.771487,-393.461034,0.040004,0.06627,0.893726,-1
56,2018-03-25,8612.80957,8682.009766,8449.099609,8495.780273,4569880064,8749.341518,8621.067104,8672.561042,8830.932485,34.735832,0.589273,10272.104033,7589.655928,-390.546291,0.039604,0.065607,0.884789,-1
57,2018-03-26,8498.469727,8530.080078,7921.430176,8209.400391,5921039872,8689.162946,8549.944266,8556.770879,8748.061107,35.610576,0.617247,9860.254799,7744.455162,-406.65711,0.10381,0.402592,0.493598,-1
58,2018-03-27,8200,8232.780273,7797.279785,7833.040039,5378250240,8534.815848,8452.672154,8375.838169,8626.057746,32.20318,0.508281,9687.811803,7703.64513,-444.668326,0.10582,0.402754,0.491426,-1
59,2018-03-28,7836.830078,8122.890137,7809.169922,7954.47998,4935289856,8395.558664,8430.148612,8270.498622,8536.513693,44.783442,0.910589,9611.18022,7636.223735,-459.69423,0.150664,0.367756,0.481581,1
60,2018-03-29,7979.069824,7994.330078,7081.379883,7165.700195,6361229824,8172.305873,8349.065744,7994.299015,8353.737939,34.985131,0.597245,9640.148165,7390.070829,-529.150586,0.043045,0.446543,0.510413,-1
61,2018-03-30,7171.450195,7276.660156,6683.930176,6890.52002,6289509888,7888.148717,8245.649344,7718.354266,8158.641642,31.982358,0.501219,9740.855096,7091.8159,-599.489447,0.02922,0.623512,0.347268,-1
62,2018-03-31,6892.47998,7207.850098,6863.52002,6973.529785,4553269760,7646.064383,8178.267194,7532.148146,8000.626325,37.180483,0.615098,9641.351338,6930.809648,-641.144592,0.068434,0.039321,0.892245,1
63,2018-04-01,7003.060059,7060.950195,6526.870117,6844.22998,4532100096,7410.128627,8079.735073,7360.168605,7846.439805,30.303992,0.2281,9595.600309,6740.471663,-676.788412,0.078859,0.086391,0.83475,-1
64,2018-04-02,6844.859863,7135.470215,6816.580078,7083.799805,4333440000,7249.328544,7969.245745,7291.076405,7744.754277,26.805013,0,9482.536114,6642.430879,-677.89081,0.182109,0.373309,0.444582,1
65,2018-04-03,7102.259766,7530.939941,7072.490234,7456.109863,5499700224,7195.481376,7865.148612,7332.334769,7706.268291,28.718093,0.092089,9463.304255,6580.292767,-641.329314,0.14103,0.462028,0.396942,1
66,2018-04-04,7456.410156,7469.879883,6803.879883,6853.839844,4936000000,7038.24707,7716.902867,7212.711038,7592.611001,24.124274,0,9474.795961,6424.09901,-653.420002,0.108343,0.468314,0.423343,-1
67,2018-04-05,6848.649902,6933.819824,6644.799805,6811.470215,5639320064,6987.642787,7579.97433,7112.400832,7488.458766,25.116567,0.042306,9467.762181,6278.44485,-658.826296,0.098056,0.267629,0.634315,-1
68,2018-04-06,6815.959961,6857.490234,6575,6636.319824,3766810112,6951.328474,7419.738595,6993.38058,7374.840118,21.061355,0,9496.469833,6121.681192,-669.526115,0.064507,0.458273,0.47722,-1
69,2018-04-07,6630.509766,7050.540039,6630.509766,6911.089844,3976610048,6942.408482,7294.236433,6972.807896,7313.00669,27.6983,0.279779,9464.706886,6022.185155,-648.36026,0.050793,0.496376,0.452831,1
70,2018-04-08,6919.97998,7111.560059,6919.97998,7023.52002,3652499968,6968.021345,7189.074986,6985.485927,7274.408436,31.024248,0.419984,9359.837385,5966.341619,-615.419816,0.029836,0.108676,0.861488,1
71,2018-04-09,7044.319824,7178.109863,6661.990234,6770.72998,4894060032,6923.297084,7086.312814,6931.79694,7207.251261,31.295223,0.431407,9189.696467,5922.208563,-602.764032,0.182456,0.243545,0.573999,-1
72,2018-04-10,6795.439941,6872.410156,6704.149902,6834.759766,4272750080,6834.532785,7015.00708,6907.537647,7157.585698,35.873657,0.62441,8979.421552,5923.031426,-580.871637,0.08145,0.355517,0.563033,1
73,2018-04-11,6843.470215,6968.319824,6817.589844,6968.319824,4641889792,6850.887068,6944.567069,6922.733191,7132.350235,36.092868,0.932526,8780.406564,5946.031424,-546.445492,0.193791,0.305222,0.500987,1
74,2018-04-12,6955.379883,7899.22998,6806.509766,7889.25,8906250240,7004.855608,6996.249198,7164.362393,7233.27025,59.837068,1,8567.594843,6059.806134,-439.781626,0.181049,0.378473,0.440478,1
75,2018-04-13,7901.089844,8183.959961,7758.930176,7895.959961,7764460032,7184.804199,7068.066336,7347.261785,7321.628913,64.745982,1,8393.639893,6156.545068,-350.666047,0.112687,0.424457,0.462855,1
76,2018-04-14,7874.669922,8140.709961,7846,7986.240234,5191430144,7338.397112,7140.402797,7507.006397,7410.243787,64.821005,1,8269.999862,6229.231095,-269.648109,0.102638,0.055457,0.841905,1
77,2018-04-15,7999.330078,8338.419922,7999.330078,8329.110352,5244480000,7524.910017,7246.465681,7712.532386,7532.759365,70.452669,1,8300.793576,6210.408377,-175.748141,0.047102,0.207116,0.745782,1
78,2018-04-16,8337.570313,8371.150391,7925.72998,8058.669922,5631309824,7708.901437,7316.099261,7799.06677,7602.880791,63.314583,0.855479,8342.738984,6191.025957,-121.750558,0.069296,0.439093,0.491612,-1
79,2018-04-17,8071.660156,8285.959961,7881.720215,7902.089844,6900879872,7861.377162,7347.954973,7824.822538,7642.77534,56.472519,0.716951,8333.303873,6195.222054,-90.548007,0.145331,0.202469,0.6522,-1
80,2018-04-18,7944.430176,8197.799805,7886.009766,8163.419922,6529909760,8032.105748,7441.496408,7909.471884,7712.194631,71.093401,1,8454.557612,6173.740289,-44.222834,0.056996,0.445334,0.497671,1
81,2018-04-19,8159.27002,8298.69043,8138.779785,8294.30957,7063209984,8089.971401,7547.413504,8005.681306,7789.809969,73.221896,1,8586.113318,6182.563537,3.017121,0.314823,0.102391,0.582786,1
82,2018-04-20,8286.879883,8880.230469,8244.540039,8845.830078,8438110208,8225.667132,7705.235665,8215.718499,7930.612671,80.953053,1,8827.586328,6128.320557,83.990036,0.162622,0.381108,0.456271,1
83,2018-04-21,8848.790039,8997.570313,8652.150391,8895.580078,7548550144,8355.572824,7846.984968,8385.683894,8059.275008,79.671414,0.974331,9035.08367,6125.958225,150.441864,0.780912,0.162909,0.056178,1
84,2018-04-22,8925.05957,9001.639648,8779.610352,8802.459961,6629899776,8423.194196,7974.052107,8489.87791,8158.366346,76.752576,0.915412,9198.465966,6134.441944,193.362439,0.036366,0.230224,0.73341,-1
85,2018-04-23,8794.389648,8958.549805,8788.80957,8930.879883,6925190144,8547.795619,8128.348528,8600.128404,8261.368161,83.747795,1,9368.51544,6111.869472,235.030434,0.178147,0.422193,0.39966,1
86,2018-04-24,8934.339844,9732.610352,8927.830078,9697.5,10678800384,8804.282785,8332.829973,8874.471303,8452.852422,86.673386,1,9673.313559,6091.437369,326.15277,0.160708,0.318911,0.520381,1
87,2018-04-25,9701.030273,9745.320313,8799.839844,8845.740234,11083100160,8901.757115,8466.931431,8867.288536,8505.237467,70.313033,0.458282,9749.830341,6218.347589,325.881426,0.11815,0.41268,0.46917,-1
88,2018-04-26,8867.320313,9281.509766,8727.089844,9281.509766,8970559488,9042.785714,8566.378557,8970.843843,8608.740447,66.830747,0.342978,9853.055568,6379.641355,356.717327,0.111285,0.4719,0.416815,1
89,2018-04-27,9290.629883,9375.469727,8987.049805,8987.049805,7566289920,9062.959961,8644.313546,8974.895334,8659.181697,62.332014,0.194017,9900.79245,6539.50047,353.321671,0.096922,0.289074,0.614004,-1
90,2018-04-28,8939.269531,9412.089844,8931.990234,9348.480469,7805479936,9127.660017,8741.61642,9068.291617,8751.088204,64.507471,0.26605,9989.949678,6682.839287,375.466875,0.025087,0.416845,0.558068,1
91,2018-04-29,9346.410156,9531.490234,9193.709961,9419.080078,8853000192,9215.748605,8819.471401,9155.988733,8840.153791,62.322474,0.193702,10015.140581,6922.483393,394.170159,0.055366,0.1028,0.841834,1
92,2018-04-30,9426.110352,9477.139648,9166.80957,9240.549805,8673920000,9259.987165,8903.891392,9177.129001,8893.539928,63.645115,0.237496,9965.132309,7213.070669,390.090029,0.087953,0.183512,0.728536,-1
93,2018-05-01,9251.469727,9255.879883,8891.049805,9119.009766,7713019904,9177.345703,8990.814244,9162.599192,8923.602574,64.164263,0.075635,9858.896497,7534.375476,372.752375,0.099623,0.327728,0.572649,-1
94,2018-05-02,9104.599609,9256.519531,9015.139648,9235.919922,7558159872,9233.085658,9067.421387,9180.929374,8965.244888,62.917577,0.024439,9884.572153,7643.366812,364.247019,0.265736,0.274309,0.459954,1
95,2018-05-03,9233.969727,9798.330078,9188.150391,9743.860352,10207299584,9299.135742,9170.960728,9321.662119,9069.060286,66.005212,0.151236,9980.344548,7732.384456,393.951779,0.080216,0.432521,0.487263,1
96,2018-05-04,9695.5,9779.200195,9585.959961,9700.759766,8217829888,9401.094308,9232.027134,9416.43653,9153.286885,60.633583,0,10048.029583,7836.151374,409.297037,0.283295,0.214712,0.501993,-1
97,2018-05-05,9700.280273,9964.5,9695.120117,9858.150391,7651939840,9473.904297,9300.782157,9526.864995,9247.268687,61.660193,0.039425,10156.985937,7880.099024,429.210699,0.024708,0.069665,0.905628,1
98,2018-05-06,9845.30957,9940.139648,9465.25,9654.799805,7222280192,9507.578544,9361.663574,9558.848698,9301.60617,60.056343,0,10175.610676,8021.087274,423.699582,0.02689,0.39369,0.57942,-1
99,2018-05-07,9645.669922,9665.849609,9231.530273,9373.009766,7394019840,9526.501395,9393.24428,9512.388965,9311.12665,55.03428,0,10095.111663,8248.678278,392.074293,0.094236,0.318714,0.58705,-1
100,2018-05-08,9380.870117,9462.75,9127.769531,9234.820313,7415869952,9543.045759,9360.195731,9442.996802,9300.952471,43.85186,0,10017.279133,8433.650847,351.804901,0.095783,0.358248,0.54597,-1
101,2018-05-09,9223.730469,9374.759766,9031.620117,9325.179688,7226890240,9555.797154,9394.441406,9413.542523,9304.182767,57.987033,0.615137,9936.811293,8617.2057,323.45379,0.154222,0.16378,0.681998,1
102,2018-05-10,9325.959961,9396.040039,9040.519531,9043.94043,6906699776,9455.808594,9377.472168,9321.142,9269.483788,45.827477,0.089179,9925.053947,8648.77408,275.120258,0.180154,0.297334,0.522512,-1
103,2018-05-11,9052.959961,9052.959961,8394.459961,8441.490234,8488520192,9275.912946,9338.503627,9101.229058,9159.084647,41.353558,0,9987.592869,8540.826174,186.058127,0.145073,0.264911,0.590016,-1
104,2018-05-12,8441.44043,8664.860352,8223.5,8504.889648,6821380096,9082.589983,9278.24714,8952.144206,9071.858647,35.235337,0,10023.183035,8475.478977,119.217287,0.061731,0.073737,0.864532,1
105,2018-05-13,8515.490234,8773.549805,8395.120117,8723.94043,5866379776,8949.610073,9228.594308,8895.093262,9025.469551,38.434545,0.103972,10035.952766,8442.0153,82.964643,0.061114,0.072999,0.855887,1
106,2018-05-14,8713.099609,8881.120117,8367.969727,8716.790039,7364149760,8855.864397,9191.182896,8850.517456,8984.312282,40.758903,0.179512,9988.811687,8391.085383,53.045706,0.122775,0.229346,0.647879,-1
107,2018-05-15,8705.19043,8836.19043,8456.450195,8510.379883,6705710080,8752.372907,9147.709333,8765.483063,8921.121295,39.573726,0.140995,10015.367766,8330.99327,12.534666,0.147578,0.128183,0.724239,-1
108,2018-05-16,8504.410156,8508.429688,8175.490234,8368.830078,6760220160,8615.751535,9085.774344,8666.319817,8847.482466,35.270463,0.001142,10040.917635,8214.175431,-30.639319,0.043766,0.57204,0.384195,-1
109,2018-05-17,8370.049805,8445.540039,8054.120117,8094.319824,5862530048,8480.091448,8967.950021,8523.319819,8747.06078,19.565009,0,10105.871876,8059.948192,-86.014179,0.034873,0.303145,0.661983,-1
110,2018-05-18,8091.830078,8274.120117,7974.819824,8250.969727,5764190208,8452.874233,8864.39359,8455.232296,8680.915306,24.326278,0.113107,10107.216687,7948.852307,-115.922534,0.137158,0.665547,0.197295,1
111,2018-05-19,8255.730469,8372.05957,8183.350098,8247.179688,4712399872,8416.058524,8749.324254,8403.219144,8623.08389,19.830762,0.006563,10085.839944,7853.039011,-138.336291,0.070817,0.259075,0.670108,-1
112,2018-05-20,8246.990234,8562.410156,8205.240234,8513.25,5191059968,8385.959891,8667.784982,8430.726858,8608.439372,29.112459,0.248489,10059.626963,7806.522011,-133.095462,0.070109,0.256484,0.663407,1
113,2018-05-21,8522.330078,8557.519531,8365.120117,8418.990234,5154990080,8343.417062,8599.64073,8427.792702,8583.179487,31.257566,0.304319,10043.63994,7752.507081,-134.99194,0.09105,0.448159,0.460792,-1
114,2018-05-22,8419.870117,8423.25,8004.580078,8041.779785,5137010176,8276.474191,8514.423549,8331.289473,8510.99286,28.574037,0.234476,10033.20909,7643.523918,-165.030277,0.184971,0.262452,0.552576,-1
115,2018-05-23,8037.080078,8054.660156,7507.879883,7557.819824,6491120128,8160.615583,8388.183559,8137.922061,8383.903121,22.191216,0.099998,9974.035317,7484.093638,-225.290392,0.115056,0.404206,0.480738,-1
116,2018-05-24,7561.120117,7738.600098,7331.140137,7587.339844,6049220096,8088.189872,8284.14066,8000.276506,8277.694684,25.109196,0.254454,9879.811956,7366.975007,-267.580448,0.124328,0.260485,0.615187,1
117,2018-05-25,7592.299805,7659.140137,7392.649902,7480.140137,4867829760,7978.071359,8215.472796,7870.242414,8171.354078,30.225082,0.502979,9718.268897,7290.71704,-306.215876,0.028927,0.66039,0.310683,-1
118,2018-05-26,7486.47998,7595.160156,7349.120117,7355.879883,4051539968,7850.742815,8133.40067,7741.651781,8062.624185,26.942255,0.348084,9579.841194,7199.252751,-342.908658,0.028697,0.315027,0.656276,-1
119,2018-05-27,7362.080078,7381.740234,7270.959961,7368.220215,4056519936,7687.167132,8036.563511,7648.29389,7970.036989,20.332809,0.036227,9468.491139,7110.123852,-366.764359,0.071475,0.048074,0.88045,1
120,2018-05-28,7371.310059,7419.049805,7100.890137,7135.990234,5040600064,7503.881417,7923.64924,7520.217976,7858.830755,18.509474,0,9382.666862,6986.065121,-399.80054,0.044696,0.288323,0.666981,-1
121,2018-05-29,7129.459961,7526.419922,7090.680176,7472.589844,5662660096,7422.568569,7849.52138,7508.310943,7807.331967,30.346005,0.706195,9201.900885,6981.572113,-394.276206,0.055921,0.350785,0.593294,1
122,2018-05-30,7469.72998,7573.77002,7313.600098,7406.52002,4922540032,7400.954311,7780.784947,7482.863212,7753.890374,31.239109,0.998552,9064.477465,6955.253492,-390.725375,0.149622,0.336119,0.514259,-1
123,2018-05-31,7406.149902,7608.899902,7361.129883,7494.169922,5127130112,7387.644322,7737.917097,7485.689889,7719.26098,37.380197,1,9020.576346,6904.422579,-376.49866,0.177965,0.251023,0.571011,1
124,2018-06-01,7500.700195,7604.72998,7407.339844,7541.450195,4921460224,7396.402902,7687.23713,7499.629966,7695.552876,34.361072,0.84001,8956.030183,6872.624797,-357.290144,0.100581,0.391367,0.508052,1
125,2018-06-02,7536.720215,7695.830078,7497.259766,7643.450195,4939299840,7437.484375,7644.113595,7535.585023,7688.605851,37.245064,0.992839,8835.140597,6885.46536,-330.032302,0.031649,0.052917,0.915435,1
126,2018-06-03,7632.089844,7754.890137,7613.040039,7720.25,4851760128,7487.774344,7587.470738,7581.751267,7692.825071,31.79004,0.703766,8699.041345,6921.910608,-298.788911,0.093248,0.032148,0.874605,1
